VaccinationDate,age_group,first_dose,second_dose,third_dose
2021-09-08,0-19,860,729,620
2021-09-08,90+,0,0,<15
2021-09-09,90+,15,19,171
2021-09-09,80-89,53,92,667
2021-09-09,20-29,1247,1049,21971
2021-09-09,70-79,111,256,1683
2021-09-09,30-39,861,936,17474
2021-09-09,0-19,3661,8436,7586
2021-09-09,40-49,621,758,13773
2021-09-09,50-59,353,565,7060
2021-09-09,60-69,190,387,3330
2021-09-10,40-49,287,340,7705
2021-09-10,20-29,443,413,10194
2021-09-10,0-19,1820,3335,3488
2021-09-10,30-39,393,407,10211
2021-09-10,70-79,45,65,673
2021-09-10,90+,<15,<15,50
2021-09-10,60-69,71,137,1562
2021-09-10,50-59,130,216,3719
2021-09-10,80-89,32,26,269
2021-09-11,80-89,<15,<15,108
2021-09-11,60-69,38,49,605
2021-09-11,90+,0,<15,21
2021-09-11,40-49,124,160,3081
2021-09-11,0-19,1434,1755,1544
2021-09-11,30-39,195,166,3687
2021-09-11,70-79,19,41,266
2021-09-11,20-29,213,187,3904
2021-09-11,50-59,74,95,1566
2021-09-12,30-39,783,645,11859
2021-09-12,60-69,162,271,2600
2021-09-12,0-19,3081,5576,5877
2021-09-12,90+,<15,<15,180
2021-09-12,70-79,85,173,1401
2021-09-12,80-89,44,78,677
2021-09-12,40-49,516,485,8649
2021-09-12,20-29,1178,956,18107
2021-09-12,50-59,283,360,4685
2021-09-13,70-79,103,205,1149
2021-09-13,90+,18,19,187
2021-09-13,60-69,166,328,2198
2021-09-13,30-39,741,688,10645
2021-09-13,50-59,318,405,4165
2021-09-13,40-49,549,523,8141
2021-09-13,0-19,2650,5067,5121
2021-09-13,20-29,1077,876,15637
2021-09-13,80-89,38,73,594
2021-09-14,30-39,610,646,11147
2021-09-14,50-59,249,371,5185
2021-09-14,40-49,472,514,9059
2021-09-14,90+,<15,15,161
2021-09-14,80-89,37,72,513
2021-09-14,70-79,67,156,1172
2021-09-14,20-29,803,687,14600
2021-09-14,0-19,2591,4623,4658
2021-09-14,60-69,131,279,2266
2021-09-15,40-49,166,212,3749
2021-09-15,80-89,<15,17,131
2021-09-15,0-19,866,1621,1126
2021-09-15,50-59,94,152,2153
2021-09-15,60-69,50,110,878
2021-09-15,90+,<15,<15,21
2021-09-15,20-29,271,271,4191
2021-09-15,30-39,253,246,4073
2021-09-15,70-79,16,37,328
2021-09-16,20-29,60,60,488
2021-09-16,40-49,34,38,358
2021-09-16,30-39,42,38,378
2021-09-16,90+,0,0,<15
2021-09-16,60-69,<15,<15,83
2021-09-16,80-89,<15,<15,<15
2021-09-16,70-79,<15,<15,33
2021-09-16,0-19,162,329,114
2021-09-16,50-59,15,21,259
2021-09-17,0-19,1844,4563,4008
2021-09-17,80-89,17,52,244
2021-09-17,30-39,485,589,11477
2021-09-17,40-49,411,469,8918
2021-09-17,60-69,101,230,1768
2021-09-17,20-29,592,585,11193
2021-09-17,70-79,31,118,758
2021-09-17,90+,0,<15,46
2021-09-17,50-59,196,348,4424
2021-09-18,0-19,1476,2037,1155
2021-09-18,60-69,28,74,628
2021-09-18,50-59,84,112,1463
2021-09-18,40-49,178,189,2796
2021-09-18,90+,<15,<15,23
2021-09-18,70-79,<15,50,268
2021-09-18,80-89,<15,16,103
2021-09-18,30-39,237,217,3223
2021-09-18,20-29,230,211,3104
2021-09-19,50-59,361,459,4272
2021-09-19,80-89,41,101,593
2021-09-19,60-69,177,398,2433
2021-09-19,20-29,1246,1052,13621
2021-09-19,70-79,84,223,1365
2021-09-19,0-19,2610,6888,4577
2021-09-19,30-39,850,846,9792
2021-09-19,90+,<15,21,143
2021-09-19,40-49,589,699,7455
2021-09-20,0-19,1760,2968,1517
2021-09-20,50-59,182,242,1792
2021-09-20,60-69,56,144,985
2021-09-20,90+,<15,<15,40
2021-09-20,20-29,483,451,4612
2021-09-20,40-49,312,295,3014
2021-09-20,70-79,40,75,496
2021-09-20,30-39,373,398,3965
2021-09-20,80-89,<15,19,239
2021-09-21,80-89,<15,<15,48
2021-09-21,40-49,79,96,662
2021-09-21,0-19,830,1542,285
2021-09-21,20-29,188,163,881
2021-09-21,30-39,127,108,867
2021-09-21,70-79,<15,<15,104
2021-09-21,90+,<15,<15,<15
2021-09-21,50-59,47,55,395
2021-09-21,60-69,22,30,180
2021-09-22,80-89,33,62,450
2021-09-22,70-79,77,192,936
2021-09-22,90+,<15,17,121
2021-09-22,50-59,263,385,2812
2021-09-22,0-19,1987,4209,2003
2021-09-22,30-39,555,689,5932
2021-09-22,40-49,425,549,4604
2021-09-22,20-29,782,801,6426
2021-09-22,60-69,133,300,1703
2021-09-23,0-19,1905,3131,1980
2021-09-23,20-29,805,716,6706
2021-09-23,60-69,140,220,1899
2021-09-23,70-79,62,144,963
2021-09-23,30-39,647,636,6815
2021-09-23,80-89,29,74,414
2021-09-23,90+,<15,16,123
2021-09-23,40-49,484,526,5461
2021-09-23,50-59,315,390,3389
2021-09-24,70-79,31,63,511
2021-09-24,20-29,516,401,6788
2021-09-24,40-49,367,364,6084
2021-09-24,30-39,422,423,7295
2021-09-24,60-69,85,150,1337
2021-09-24,0-19,1563,2430,2058
2021-09-24,90+,<15,<15,49
2021-09-24,80-89,<15,19,174
2021-09-24,50-59,188,276,3364
2021-09-25,20-29,219,207,2650
2021-09-25,90+,0,0,<15
2021-09-25,30-39,163,162,2588
2021-09-25,0-19,1409,1496,917
2021-09-25,50-59,86,111,1225
2021-09-25,40-49,149,167,2282
2021-09-25,60-69,28,61,502
2021-09-25,70-79,15,20,170
2021-09-25,80-89,<15,<15,60
2021-09-26,80-89,41,54,422
2021-09-26,30-39,746,594,8871
2021-09-26,40-49,591,530,7216
2021-09-26,0-19,2681,3284,3034
2021-09-26,20-29,934,690,9242
2021-09-26,70-79,68,123,1023
2021-09-26,60-69,175,237,2116
2021-09-26,50-59,391,426,4147
2021-09-26,90+,<15,<15,123
2021-09-27,60-69,152,201,1548
2021-09-27,0-19,2144,2215,2778
2021-09-27,40-49,489,447,5997
2021-09-27,50-59,335,339,3486
2021-09-27,80-89,32,33,210
2021-09-27,30-39,667,509,7569
2021-09-27,90+,<15,<15,34
2021-09-27,70-79,57,110,669
2021-09-27,20-29,810,555,8093
2021-09-28,40-49,146,107,1205
2021-09-28,30-39,210,124,1531
2021-09-28,0-19,727,641,545
2021-09-28,50-59,94,58,761
2021-09-28,90+,0,<15,<15
2021-09-28,80-89,<15,<15,28
2021-09-28,70-79,<15,22,103
2021-09-28,60-69,27,27,294
2021-09-28,20-29,236,169,1724
2021-09-29,80-89,46,65,646
2021-09-29,20-29,1854,1204,16297
2021-09-29,70-79,104,242,1554
2021-09-29,50-59,772,673,6775
2021-09-29,40-49,1197,925,11283
2021-09-29,30-39,1559,1015,14631
2021-09-29,90+,<15,21,151
2021-09-29,0-19,3812,3652,5427
2021-09-29,60-69,300,506,3439
2021-09-30,50-59,931,728,9061
2021-09-30,60-69,401,489,4389
2021-09-30,70-79,107,240,1709
2021-09-30,20-29,2460,1306,20579
2021-09-30,40-49,1484,939,15776
2021-09-30,80-89,60,92,693
2021-09-30,90+,<15,19,170
2021-09-30,30-39,2003,1082,20724
2021-09-30,0-19,3540,3612,6472
2021-10-01,50-59,412,325,5232
2021-10-01,70-79,48,82,699
2021-10-01,30-39,1019,500,13092
2021-10-01,0-19,1563,1682,3559
2021-10-01,90+,<15,<15,42
2021-10-01,80-89,15,31,254
2021-10-01,20-29,1029,562,11738
2021-10-01,60-69,192,174,2127
2021-10-01,40-49,844,445,9693
2021-10-02,50-59,227,141,2630
2021-10-02,90+,<15,0,17
2021-10-02,30-39,512,250,5839
2021-10-02,20-29,593,313,5902
2021-10-02,0-19,979,1035,1998
2021-10-02,40-49,424,247,4751
2021-10-02,60-69,99,66,905
2021-10-02,70-79,23,27,262
2021-10-02,80-89,<15,17,81
2021-10-03,20-29,2807,1251,20580
2021-10-03,0-19,3579,2984,6242
2021-10-03,80-89,66,70,637
2021-10-03,40-49,1605,811,12737
2021-10-03,60-69,452,374,3932
2021-10-03,90+,18,23,153
2021-10-03,30-39,2078,907,16954
2021-10-03,50-59,931,624,7777
2021-10-03,70-79,168,203,1617
2021-10-04,90+,20,27,177
2021-10-04,20-29,2653,1174,15841
2021-10-04,0-19,2956,2720,4766
2021-10-04,50-59,896,568,5342
2021-10-04,80-89,72,87,614
2021-10-04,60-69,364,319,2682
2021-10-04,70-79,118,180,1197
2021-10-04,40-49,1402,788,8834
2021-10-04,30-39,1855,850,12349
2021-10-05,20-29,2028,873,12603
2021-10-05,50-59,672,415,4113
2021-10-05,0-19,2724,2326,3745
2021-10-05,30-39,1462,638,9726
2021-10-05,80-89,57,58,499
2021-10-05,70-79,125,147,962
2021-10-05,60-69,311,236,1905
2021-10-05,40-49,1060,549,6681
2021-10-05,90+,17,<15,149
2021-10-06,90+,18,<15,154
2021-10-06,50-59,550,338,3240
2021-10-06,30-39,1419,531,8087
2021-10-06,60-69,264,200,1645
2021-10-06,0-19,2312,1675,3434
2021-10-06,70-79,113,96,803
2021-10-06,80-89,58,45,428
2021-10-06,20-29,1929,773,10616
2021-10-06,40-49,941,456,5577
2021-10-07,80-89,51,46,362
2021-10-07,40-49,946,487,5745
2021-10-07,50-59,540,330,3355
2021-10-07,0-19,1947,1425,3471
2021-10-07,30-39,1237,581,8078
2021-10-07,70-79,75,95,704
2021-10-07,60-69,243,194,1483
2021-10-07,20-29,1874,801,10630
2021-10-07,90+,<15,<15,105
2021-10-08,0-19,897,1274,1912
2021-10-08,70-79,18,39,300
2021-10-08,50-59,212,172,1846
2021-10-08,60-69,92,86,733
2021-10-08,90+,<15,<15,30
2021-10-08,30-39,593,326,4943
2021-10-08,40-49,446,276,3383
2021-10-08,20-29,823,396,5894
2021-10-08,80-89,18,<15,124
2021-10-09,80-89,<15,<15,36
2021-10-09,40-49,167,102,1259
2021-10-09,30-39,197,175,1607
2021-10-09,0-19,499,780,851
2021-10-09,70-79,17,<15,100
2021-10-09,50-59,95,73,759
2021-10-09,60-69,34,29,291
2021-10-09,20-29,329,230,2491
2021-10-09,90+,0,<15,<15
2021-10-10,70-79,63,72,538
2021-10-10,20-29,1202,620,7022
2021-10-10,0-19,1516,1831,2309
2021-10-10,80-89,22,47,286
2021-10-10,50-59,351,231,1911
2021-10-10,40-49,532,335,3258
2021-10-10,30-39,836,455,5021
2021-10-10,90+,<15,<15,78
2021-10-10,60-69,169,125,1043
2021-10-11,0-19,1226,1156,1806
2021-10-11,70-79,77,85,439
2021-10-11,20-29,1199,560,5522
2021-10-11,90+,<15,<15,109
2021-10-11,30-39,749,428,3910
2021-10-11,50-59,306,217,1580
2021-10-11,40-49,534,290,2622
2021-10-11,80-89,44,33,268
2021-10-11,60-69,150,128,939
2021-10-12,70-79,54,60,421
2021-10-12,40-49,446,285,2335
2021-10-12,0-19,1293,1388,1792
2021-10-12,20-29,998,518,4815
2021-10-12,80-89,22,15,211
2021-10-12,50-59,330,176,1375
2021-10-12,30-39,705,401,3508
2021-10-12,60-69,129,117,763
2021-10-12,90+,<15,<15,68
2021-10-13,70-79,51,49,373
2021-10-13,0-19,1050,1181,1582
2021-10-13,90+,<15,<15,87
2021-10-13,80-89,31,26,203
2021-10-13,40-49,377,200,1998
2021-10-13,30-39,580,281,2992
2021-10-13,50-59,261,135,1261
2021-10-13,60-69,137,92,649
2021-10-13,20-29,997,445,4340
2021-10-14,80-89,31,25,193
2021-10-14,20-29,1032,400,5164
2021-10-14,40-49,446,209,2645
2021-10-14,50-59,273,134,1616
2021-10-14,0-19,1189,1408,1660
2021-10-14,30-39,712,312,3962
2021-10-14,60-69,126,97,778
2021-10-14,70-79,57,53,388
2021-10-14,90+,<15,<15,68
2021-10-15,40-49,203,160,1570
2021-10-15,80-89,<15,18,66
2021-10-15,30-39,313,195,2270
2021-10-15,50-59,102,85,816
2021-10-15,70-79,19,27,118
2021-10-15,90+,<15,<15,20
2021-10-15,60-69,49,50,369
2021-10-15,20-29,447,231,2814
2021-10-15,0-19,542,872,904
2021-10-16,30-39,130,88,860
2021-10-16,50-59,54,51,377
2021-10-16,60-69,21,<15,132
2021-10-16,70-79,<15,<15,61
2021-10-16,90+,0,0,<15
2021-10-16,80-89,<15,<15,17
2021-10-16,20-29,210,143,1378
2021-10-16,40-49,73,68,716
2021-10-16,0-19,235,544,457
2021-10-17,30-39,523,310,3052
2021-10-17,50-59,207,139,1114
2021-10-17,40-49,364,237,2052
2021-10-17,20-29,892,407,4190
2021-10-17,70-79,47,68,315
2021-10-17,80-89,35,26,162
2021-10-17,90+,<15,<15,57
2021-10-17,60-69,130,102,578
2021-10-17,0-19,910,1207,1224
2021-10-18,30-39,448,224,2266
2021-10-18,40-49,271,154,1382
2021-10-18,20-29,730,269,3426
2021-10-18,0-19,673,758,1123
2021-10-18,60-69,90,63,460
2021-10-18,70-79,42,47,294
2021-10-18,80-89,19,18,156
2021-10-18,50-59,177,89,827
2021-10-18,90+,<15,<15,57
2021-10-19,50-59,147,72,756
2021-10-19,30-39,426,141,2058
2021-10-19,40-49,255,112,1373
2021-10-19,60-69,87,45,499
2021-10-19,20-29,721,236,3094
2021-10-19,0-19,676,579,988
2021-10-19,70-79,43,31,256
2021-10-19,80-89,22,15,158
2021-10-19,90+,<15,<15,62
2021-10-20,50-59,176,88,920
2021-10-20,40-49,265,170,1393
2021-10-20,30-39,433,259,2245
2021-10-20,60-69,75,64,488
2021-10-20,90+,<15,<15,86
2021-10-20,70-79,56,42,287
2021-10-20,80-89,20,24,170
2021-10-20,0-19,703,1207,1222
2021-10-20,20-29,706,399,3198
2021-10-21,50-59,234,156,1068
2021-10-21,90+,<15,<15,58
2021-10-21,20-29,834,537,3817
2021-10-21,60-69,121,102,572
2021-10-21,30-39,530,325,2836
2021-10-21,70-79,42,64,334
2021-10-21,0-19,860,1632,1394
2021-10-21,40-49,362,201,1829
2021-10-21,80-89,33,28,167
2021-10-22,0-19,367,746,558
2021-10-22,20-29,303,188,1577
2021-10-22,80-89,<15,<15,60
2021-10-22,90+,0,<15,<15
2021-10-22,30-39,252,181,1606
2021-10-22,50-59,123,75,585
2021-10-22,70-79,26,17,94
2021-10-22,60-69,42,39,242
2021-10-22,40-49,153,136,1008
2021-10-23,0-19,249,964,383
2021-10-23,30-39,80,64,546
2021-10-23,40-49,54,42,397
2021-10-23,20-29,124,116,857
2021-10-23,60-69,<15,18,85
2021-10-23,70-79,<15,<15,25
2021-10-23,80-89,<15,<15,<15
2021-10-23,50-59,28,27,247
2021-10-24,30-39,408,302,2300
2021-10-24,60-69,101,111,519
2021-10-24,0-19,816,1430,1137
2021-10-24,20-29,652,383,2943
2021-10-24,40-49,268,210,1518
2021-10-24,50-59,182,137,891
2021-10-24,70-79,52,31,308
2021-10-24,90+,<15,<15,31
2021-10-24,80-89,25,33,161
2021-10-25,60-69,91,83,454
2021-10-25,70-79,48,57,242
2021-10-25,40-49,255,181,1203
2021-10-25,30-39,390,234,1893
2021-10-25,80-89,25,31,156
2021-10-25,20-29,654,389,2654
2021-10-25,0-19,982,1597,1025
2021-10-25,50-59,168,122,754
2021-10-25,90+,<15,<15,48
2021-10-26,0-19,886,1064,948
2021-10-26,60-69,89,71,448
2021-10-26,40-49,254,143,1261
2021-10-26,80-89,19,23,160
2021-10-26,50-59,155,116,803
2021-10-26,30-39,341,226,1959
2021-10-26,70-79,41,42,278
2021-10-26,90+,<15,<15,48
2021-10-26,20-29,580,317,2547
2021-10-27,20-29,551,391,2354
2021-10-27,50-59,165,156,729
2021-10-27,30-39,343,302,1747
2021-10-27,60-69,83,93,398
2021-10-27,90+,<15,25,68
2021-10-27,70-79,45,57,236
2021-10-27,0-19,783,1259,1004
2021-10-27,40-49,276,197,1167
2021-10-27,80-89,42,42,148
2021-10-28,0-19,752,1225,943
2021-10-28,50-59,217,175,808
2021-10-28,40-49,341,253,1338
2021-10-28,60-69,94,105,409
2021-10-28,80-89,19,35,109
2021-10-28,90+,<15,<15,49
2021-10-28,20-29,610,489,2551
2021-10-28,70-79,35,45,236
2021-10-28,30-39,421,384,2142
2021-10-29,20-29,223,185,1139
2021-10-29,30-39,156,156,1149
2021-10-29,80-89,<15,<15,29
2021-10-29,70-79,<15,<15,66
2021-10-29,40-49,114,124,678
2021-10-29,60-69,26,34,191
2021-10-29,50-59,48,72,338
2021-10-29,90+,0,0,<15
2021-10-29,0-19,296,509,466
2021-10-30,0-19,115,264,213
2021-10-30,20-29,112,115,607
2021-10-30,70-79,<15,<15,20
2021-10-30,60-69,<15,<15,56
2021-10-30,30-39,57,63,375
2021-10-30,50-59,21,18,151
2021-10-30,40-49,31,36,258
2021-10-30,80-89,<15,<15,<15
2021-10-31,0-19,716,1075,1138
2021-10-31,50-59,163,169,688
2021-10-31,80-89,18,18,113
2021-10-31,60-69,93,93,392
2021-10-31,70-79,33,48,216
2021-10-31,40-49,246,236,1165
2021-10-31,90+,<15,<15,38
2021-10-31,20-29,640,520,2660
2021-10-31,30-39,360,308,1783
2021-11-01,30-39,337,317,1474
2021-11-01,70-79,36,45,163
2021-11-01,0-19,464,785,754
2021-11-01,40-49,176,204,864
2021-11-01,80-89,15,35,95
2021-11-01,90+,<15,<15,30
2021-11-01,50-59,119,127,589
2021-11-01,20-29,495,459,2126
2021-11-01,60-69,79,92,310
2021-11-02,0-19,538,755,707
2021-11-02,60-69,79,83,320
2021-11-02,70-79,50,51,162
2021-11-02,90+,<15,<15,42
2021-11-02,30-39,308,292,1553
2021-11-02,50-59,126,136,597
2021-11-02,40-49,205,219,910
2021-11-02,20-29,688,441,1809
2021-11-02,80-89,24,17,104
2021-11-03,20-29,469,351,1617
2021-11-03,60-69,53,81,287
2021-11-03,0-19,551,751,711
2021-11-03,90+,<15,<15,37
2021-11-03,50-59,105,148,505
2021-11-03,70-79,36,32,176
2021-11-03,40-49,204,193,788
2021-11-03,80-89,18,24,82
2021-11-03,30-39,314,270,1263
2021-11-04,80-89,<15,21,95
2021-11-04,30-39,332,346,1706
2021-11-04,60-69,61,103,338
2021-11-04,40-49,231,249,1088
2021-11-04,70-79,27,54,167
2021-11-04,20-29,480,502,2061
2021-11-04,0-19,810,1318,889
2021-11-04,90+,<15,<15,24
2021-11-04,50-59,145,171,665
2021-11-05,60-69,27,42,141
2021-11-05,40-49,118,112,586
2021-11-05,0-19,222,354,399
2021-11-05,70-79,<15,20,71
2021-11-05,50-59,71,50,344
2021-11-05,20-29,155,150,935
2021-11-05,90+,<15,<15,<15
2021-11-05,30-39,134,131,883
2021-11-05,80-89,<15,<15,25
2021-11-06,30-39,56,46,285
2021-11-06,70-79,<15,<15,16
2021-11-06,0-19,90,176,190
2021-11-06,40-49,33,24,176
2021-11-06,20-29,128,92,520
2021-11-06,80-89,<15,<15,<15
2021-11-06,60-69,<15,<15,42
2021-11-06,50-59,<15,21,115
2021-11-07,0-19,497,665,745
2021-11-07,50-59,98,105,569
2021-11-07,40-49,191,205,914
2021-11-07,30-39,271,257,1441
2021-11-07,70-79,25,36,184
2021-11-07,20-29,430,383,1845
2021-11-07,90+,<15,<15,20
2021-11-07,60-69,64,80,303
2021-11-07,80-89,15,20,63
2021-11-08,50-59,96,116,444
2021-11-08,40-49,186,165,730
2021-11-08,60-69,57,63,255
2021-11-08,90+,<15,<15,30
2021-11-08,20-29,415,382,1815
2021-11-08,80-89,<15,21,68
2021-11-08,0-19,486,551,681
2021-11-08,30-39,236,227,1163
2021-11-08,70-79,15,29,137
2021-11-09,70-79,21,38,163
2021-11-09,0-19,397,540,676
2021-11-09,90+,<15,<15,38
2021-11-09,30-39,280,277,1241
2021-11-09,80-89,<15,22,105
2021-11-09,20-29,377,326,1557
2021-11-09,50-59,103,113,448
2021-11-09,40-49,179,169,742
2021-11-09,60-69,60,74,273
2021-11-10,80-89,<15,<15,80
2021-11-10,0-19,470,635,646
2021-11-10,40-49,162,151,699
2021-11-10,30-39,231,207,1096
2021-11-10,70-79,32,48,146
2021-11-10,20-29,379,356,1348
2021-11-10,90+,<15,<15,37
2021-11-10,50-59,96,133,399
2021-11-10,60-69,47,73,223
2021-11-11,40-49,173,179,854
2021-11-11,60-69,55,79,258
2021-11-11,90+,<15,<15,26
2021-11-11,50-59,111,145,486
2021-11-11,80-89,<15,27,85
2021-11-11,30-39,289,297,1431
2021-11-11,0-19,527,709,724
2021-11-11,70-79,33,33,141
2021-11-11,20-29,427,442,1639
2021-11-12,20-29,142,150,793
2021-11-12,0-19,225,359,408
2021-11-12,50-59,36,46,240
2021-11-12,40-49,72,84,487
2021-11-12,90+,<15,0,<15
2021-11-12,60-69,15,26,95
2021-11-12,80-89,<15,<15,25
2021-11-12,70-79,<15,<15,33
2021-11-12,30-39,103,106,742
2021-11-13,30-39,53,32,256
2021-11-13,70-79,<15,<15,<15
2021-11-13,0-19,75,113,158
2021-11-13,50-59,19,<15,103
2021-11-13,80-89,0,<15,<15
2021-11-13,40-49,19,24,162
2021-11-13,20-29,68,79,358
2021-11-13,60-69,<15,<15,36
2021-11-14,50-59,81,112,453
2021-11-14,70-79,25,45,136
2021-11-14,60-69,42,60,248
2021-11-14,40-49,169,169,779
2021-11-14,90+,<15,<15,22
2021-11-14,30-39,254,212,1210
2021-11-14,80-89,<15,20,61
2021-11-14,20-29,424,332,1447
2021-11-14,0-19,542,654,707
2021-11-15,40-49,141,142,657
2021-11-15,60-69,54,58,224
2021-11-15,90+,<15,<15,19
2021-11-15,80-89,16,22,57
2021-11-15,30-39,214,195,986
2021-11-15,20-29,331,416,1520
2021-11-15,50-59,88,82,384
2021-11-15,0-19,372,616,732
2021-11-15,70-79,19,35,108
2021-11-16,80-89,<15,<15,51
2021-11-16,20-29,334,293,1188
2021-11-16,90+,<15,<15,16
2021-11-16,30-39,217,198,977
2021-11-16,40-49,148,149,677
2021-11-16,50-59,87,100,392
2021-11-16,60-69,41,62,219
2021-11-16,0-19,404,525,620
2021-11-16,70-79,25,33,118
2021-11-17,50-59,89,100,344
2021-11-17,90+,<15,<15,26
2021-11-17,0-19,407,660,515
2021-11-17,70-79,27,28,111
2021-11-17,40-49,120,133,536
2021-11-17,20-29,293,301,1120
2021-11-17,60-69,41,61,214
2021-11-17,30-39,206,216,866
2021-11-17,80-89,18,21,54
2021-11-18,60-69,53,69,270
2021-11-18,20-29,377,376,1387
2021-11-18,90+,<15,<15,<15
2021-11-18,30-39,253,249,1215
2021-11-18,70-79,27,40,158
2021-11-18,80-89,<15,28,50
2021-11-18,40-49,142,207,768
2021-11-18,50-59,77,128,424
2021-11-18,0-19,416,540,631
2021-11-19,40-49,70,76,403
2021-11-19,80-89,0,<15,15
2021-11-19,90+,0,<15,<15
2021-11-19,0-19,193,294,316
2021-11-19,30-39,103,99,651
2021-11-19,20-29,148,152,653
2021-11-19,70-79,<15,<15,42
2021-11-19,60-69,19,21,79
2021-11-19,50-59,42,62,208
2021-11-20,70-79,0,<15,15
2021-11-20,40-49,16,<15,139
2021-11-20,60-69,<15,<15,41
2021-11-20,30-39,35,31,169
2021-11-20,0-19,87,104,124
2021-11-20,50-59,<15,<15,101
2021-11-20,20-29,63,58,301
2021-11-20,80-89,<15,<15,0
2021-11-21,20-29,347,356,1270
2021-11-21,90+,<15,<15,19
2021-11-21,50-59,99,98,441
2021-11-21,30-39,230,217,1191
2021-11-21,80-89,<15,19,50
2021-11-21,60-69,45,70,253
2021-11-21,0-19,498,540,691
2021-11-21,40-49,158,165,752
2021-11-21,70-79,28,33,137
2021-11-22,80-89,<15,20,53
2021-11-22,20-29,337,353,1330
2021-11-22,40-49,127,159,590
2021-11-22,30-39,238,226,909
2021-11-22,70-79,23,28,93
2021-11-22,60-69,40,57,198
2021-11-22,0-19,808,547,614
2021-11-22,50-59,73,100,331
2021-11-22,90+,<15,<15,17
2021-11-23,90+,<15,<15,<15
2021-11-23,80-89,<15,23,43
2021-11-23,70-79,22,35,104
2021-11-23,40-49,114,133,610
2021-11-23,0-19,7851,762,547
2021-11-23,30-39,178,189,920
2021-11-23,20-29,322,340,1148
2021-11-23,50-59,79,101,324
2021-11-23,60-69,39,57,197
2021-11-24,60-69,43,63,197
2021-11-24,20-29,279,268,1035
2021-11-24,70-79,18,32,109
2021-11-24,80-89,<15,26,66
2021-11-24,50-59,72,108,345
2021-11-24,40-49,147,150,586
2021-11-24,90+,<15,<15,<15
2021-11-24,0-19,8579,444,519
2021-11-24,30-39,213,182,929
2021-11-25,90+,<15,<15,19
2021-11-25,70-79,23,26,103
2021-11-25,80-89,<15,23,53
2021-11-25,30-39,242,233,1201
2021-11-25,50-59,88,154,420
2021-11-25,20-29,345,287,1285
2021-11-25,40-49,132,190,756
2021-11-25,0-19,8915,590,687
2021-11-25,60-69,58,57,217
2021-11-26,0-19,5198,265,348
2021-11-26,70-79,<15,<15,51
2021-11-26,90+,<15,0,<15
2021-11-26,80-89,<15,<15,<15
2021-11-26,30-39,112,133,706
2021-11-26,40-49,85,97,480
2021-11-26,60-69,17,23,107
2021-11-26,20-29,125,127,711
2021-11-26,50-59,43,48,262
2021-11-27,70-79,<15,<15,<15
2021-11-27,0-19,4627,122,154
2021-11-27,50-59,18,<15,108
2021-11-27,40-49,36,34,166
2021-11-27,80-89,0,<15,<15
2021-11-27,30-39,26,42,251
2021-11-27,20-29,64,80,367
2021-11-27,60-69,<15,<15,44
2021-11-28,60-69,56,74,258
2021-11-28,40-49,132,153,741
2021-11-28,0-19,9340,559,894
2021-11-28,90+,<15,<15,24
2021-11-28,80-89,<15,16,59
2021-11-28,20-29,316,309,1216
2021-11-28,70-79,26,41,143
2021-11-28,50-59,81,101,431
2021-11-28,30-39,197,206,1051
2021-11-29,50-59,82,107,388
2021-11-29,60-69,34,65,217
2021-11-29,70-79,28,25,111
2021-11-29,30-39,202,180,954
2021-11-29,90+,<15,<15,<15
2021-11-29,80-89,<15,20,84
2021-11-29,0-19,8273,314,812
2021-11-29,20-29,253,258,1002
2021-11-29,40-49,141,129,676
2021-11-30,30-39,196,150,911
2021-11-30,50-59,65,77,340
2021-11-30,0-19,9347,323,811
2021-11-30,20-29,224,233,902
2021-11-30,40-49,124,109,584
2021-11-30,60-69,40,59,209
2021-11-30,90+,<15,<15,21
2021-11-30,80-89,<15,<15,65
2021-11-30,70-79,29,22,119
2021-12-01,70-79,20,27,126
2021-12-01,40-49,121,116,634
2021-12-01,50-59,83,76,387
2021-12-01,30-39,177,167,934
2021-12-01,90+,<15,<15,21
2021-12-01,80-89,<15,17,51
2021-12-01,20-29,237,262,1062
2021-12-01,60-69,36,55,214
2021-12-01,0-19,7940,334,876
2021-12-02,20-29,244,270,1146
2021-12-02,50-59,90,103,471
2021-12-02,90+,<15,<15,<15
2021-12-02,40-49,116,160,719
2021-12-02,70-79,17,43,119
2021-12-02,0-19,8387,537,1051
2021-12-02,60-69,39,68,219
2021-12-02,80-89,21,<15,57
2021-12-02,30-39,241,211,1176
2021-12-03,60-69,17,30,100
2021-12-03,70-79,<15,<15,56
2021-12-03,90+,0,<15,<15
2021-12-03,0-19,6007,217,558
2021-12-03,50-59,40,50,261
2021-12-03,20-29,99,144,651
2021-12-03,30-39,104,86,648
2021-12-03,40-49,78,75,426
2021-12-03,80-89,<15,<15,24
2021-12-04,60-69,<15,<15,33
2021-12-04,0-19,2385,80,140
2021-12-04,50-59,<15,20,87
2021-12-04,40-49,24,21,121
2021-12-04,30-39,19,34,184
2021-12-04,80-89,<15,0,<15
2021-12-04,20-29,47,56,274
2021-12-04,70-79,<15,<15,<15
2021-12-05,20-29,228,271,1055
2021-12-05,0-19,7667,450,1205
2021-12-05,70-79,22,41,123
2021-12-05,30-39,185,168,922
2021-12-05,90+,<15,<15,<15
2021-12-05,40-49,126,137,603
2021-12-05,50-59,62,111,421
2021-12-05,60-69,37,45,213
